date,platform,metric,value,source_image,extraction_run,px_per_day,extrapolated
2025-03-08,STEAM,DAU,221224.6,26-01-DAU.png,1,0.6961,False
2025-03-09,STEAM,DAU,219561.3,26-01-DAU.png,1,0.6961,False
2025-03-10,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-12,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-13,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-15,STEAM,DAU,232868.0,26-01-DAU.png,1,0.6961,False
2025-03-16,STEAM,DAU,234531.3,26-01-DAU.png,1,0.6961,False
2025-03-18,STEAM,DAU,224551.3,26-01-DAU.png,1,0.6961,False
2025-03-19,STEAM,DAU,219561.3,26-01-DAU.png,1,0.6961,False
2025-03-21,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-22,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-23,STEAM,DAU,217897.9,26-01-DAU.png,1,0.6961,False
2025-03-25,STEAM,DAU,224551.3,26-01-DAU.png,1,0.6961,False
2025-03-26,STEAM,DAU,249501.3,26-01-DAU.png,1,0.6961,False
2025-03-28,STEAM,DAU,244511.3,26-01-DAU.png,1,0.6961,False
2025-03-29,STEAM,DAU,239521.3,26-01-DAU.png,1,0.6961,False
2025-03-31,STEAM,DAU,237858.0,26-01-DAU.png,1,0.6961,False
2025-04-01,STEAM,DAU,234531.3,26-01-DAU.png,1,0.6961,False
2025-04-02,STEAM,DAU,231204.6,26-01-DAU.png,1,0.6961,False
2025-04-04,STEAM,DAU,227877.9,26-01-DAU.png,1,0.6961,False
2025-04-05,STEAM,DAU,232868.0,26-01-DAU.png,1,0.6961,False
2025-04-07,STEAM,DAU,239521.3,26-01-DAU.png,1,0.6961,False
2025-04-08,STEAM,DAU,241184.6,26-01-DAU.png,1,0.6961,False
2025-04-10,STEAM,DAU,239521.3,26-01-DAU.png,1,0.6961,False
2025-04-11,STEAM,DAU,244511.3,26-01-DAU.png,1,0.6961,False
2025-04-12,STEAM,DAU,261144.7,26-01-DAU.png,1,0.6961,False
2025-04-14,STEAM,DAU,274451.4,26-01-DAU.png,1,0.6961,False
2025-04-15,STEAM,DAU,274451.4,26-01-DAU.png,1,0.6961,False
2025-04-17,STEAM,DAU,276114.7,26-01-DAU.png,1,0.6961,False
2025-04-18,STEAM,DAU,279441.4,26-01-DAU.png,1,0.6961,False
2025-04-20,STEAM,DAU,279441.4,26-01-DAU.png,1,0.6961,False
2025-04-21,STEAM,DAU,277778.1,26-01-DAU.png,1,0.6961,False
2025-04-23,STEAM,DAU,277778.1,26-01-DAU.png,1,0.6961,False
2025-04-24,STEAM,DAU,276114.7,26-01-DAU.png,1,0.6961,False
2025-04-25,STEAM,DAU,274451.4,26-01-DAU.png,1,0.6961,False
2025-04-27,STEAM,DAU,264471.4,26-01-DAU.png,1,0.6961,False
2025-04-28,STEAM,DAU,266134.7,26-01-DAU.png,1,0.6961,False
2025-04-30,STEAM,DAU,277778.1,26-01-DAU.png,1,0.6961,False
2025-05-01,STEAM,DAU,272788.1,26-01-DAU.png,1,0.6961,False
2025-05-03,STEAM,DAU,269461.4,26-01-DAU.png,1,0.6961,False
2025-05-04,STEAM,DAU,262808.0,26-01-DAU.png,1,0.6961,False
2025-05-05,STEAM,DAU,259481.4,26-01-DAU.png,1,0.6961,False
2025-05-07,STEAM,DAU,257818.0,26-01-DAU.png,1,0.6961,False
2025-05-08,STEAM,DAU,256154.7,26-01-DAU.png,1,0.6961,False
2025-05-10,STEAM,DAU,254491.3,26-01-DAU.png,1,0.6961,False
2025-05-11,STEAM,DAU,257818.0,26-01-DAU.png,1,0.6961,False
2025-05-13,STEAM,DAU,249501.3,26-01-DAU.png,1,0.6961,False
2025-05-14,STEAM,DAU,236194.6,26-01-DAU.png,1,0.6961,False
2025-05-16,STEAM,DAU,234531.3,26-01-DAU.png,1,0.6961,False
2025-05-17,STEAM,DAU,237858.0,26-01-DAU.png,1,0.6961,False
2025-05-18,STEAM,DAU,236194.6,26-01-DAU.png,1,0.6961,False
